id,Delta,R0,i0
5072,20.0,2.361159252376261,3152.0
5073,21.0,2.428198500263472,3035.0
5074,20.0,2.3424717190148474,2256.0
5075,20.0,2.125160122313007,6522.0
5076,22.0,2.1567189566893354,8612.0
5077,22.0,2.156464587757758,6595.0
5078,17.0,2.2486610851897577,4945.0
5079,22.0,2.177161695407734,5143.0
5080,19.0,2.1899565397398093,8511.0
5081,15.0,2.3668168806870686,1869.0
5082,18.0,2.117216858808022,8300.0
5083,22.0,2.1762355007541814,5144.0
5084,19.0,2.2222295092434914,5679.0
5085,18.0,2.259637824511762,3786.0
5086,18.0,2.349408848498795,2803.0
5087,22.0,2.1328599100285275,8478.0
5088,18.0,2.1697377878239754,8831.0
5089,20.0,2.2175984665537265,3973.0
5090,19.0,2.3217922389445205,4496.0
5091,19.0,2.243240981600476,4335.0
5092,21.0,2.427093290335911,2329.0
5093,17.0,2.1588297436636004,7105.0
5094,20.0,2.2518154501093126,6916.0
5095,18.0,2.1843626114814683,6794.0
5096,23.0,2.1507290573076725,8270.0
5097,20.0,2.2098251286331023,3960.0
5098,18.0,2.0660594110667976,9921.0
5099,20.0,2.2387943333797855,5621.0
5100,21.0,2.205420809676649,8754.0
5101,18.0,2.5940042824324285,1157.0
5102,18.0,2.191092848368626,4502.0
5103,18.0,2.2685488140247583,3592.0
5104,16.0,2.357712968245803,3398.0
5105,20.0,2.335019285381211,4304.0
5106,17.0,2.236578762779697,5019.0
5107,21.0,2.3987518351249757,3420.0
5108,21.0,2.378898381017668,3062.0
5109,16.0,2.322629516388835,4650.0
5110,21.0,2.2282179660194434,9158.0
5111,20.0,2.2355039415229085,6615.0
5112,19.0,2.237219031808646,5518.0
5113,21.0,2.3750512290224863,3478.0
5114,18.0,2.2382918519159154,7214.0
5115,21.0,2.1250032427583494,8087.0
5116,15.0,2.4390654692919918,2212.0
5117,15.0,2.547376260569036,1063.0
5118,17.0,2.301378443574004,3272.0
5119,16.0,2.242426919935975,4705.0
5120,23.0,2.0824636798912803,8595.0
5121,22.0,2.186525064424694,5018.0
5122,18.0,2.276853634220927,3851.0
